Game,Month,Year,Avg,Peak
DRAGON BALL XENOVERSE,December ,2020,64.47,167
DRAGON BALL XENOVERSE,November ,2020,60.38,191
DRAGON BALL XENOVERSE,October ,2020,34.42,78
DRAGON BALL XENOVERSE,September ,2020,37.12,113
DRAGON BALL XENOVERSE,August ,2020,35.8,85
DRAGON BALL XENOVERSE,July ,2020,61.83,147
DRAGON BALL XENOVERSE,June ,2020,57.44,190
DRAGON BALL XENOVERSE,May ,2020,60.68,153
DRAGON BALL XENOVERSE,April ,2020,41.32,81
DRAGON BALL XENOVERSE,March ,2020,40.54,90
DRAGON BALL XENOVERSE,February ,2020,53.78,125
DRAGON BALL XENOVERSE,January ,2020,69.63,179
DRAGON BALL XENOVERSE,December ,2019,68.9,152
DRAGON BALL XENOVERSE,November ,2019,36.36,91
DRAGON BALL XENOVERSE,October ,2019,33.36,77
DRAGON BALL XENOVERSE,September ,2019,62.21,194
DRAGON BALL XENOVERSE,August ,2019,45.25,134
DRAGON BALL XENOVERSE,July ,2019,56.55,116
DRAGON BALL XENOVERSE,June ,2019,42.05,119
DRAGON BALL XENOVERSE,May ,2019,49.57,129
DRAGON BALL XENOVERSE,April ,2019,46.29,102
DRAGON BALL XENOVERSE,March ,2019,56.22,125
DRAGON BALL XENOVERSE,February ,2019,95.84,207
DRAGON BALL XENOVERSE,January ,2019,102.35,322
DRAGON BALL XENOVERSE,December ,2018,81.7,204
DRAGON BALL XENOVERSE,November ,2018,92.65,257
DRAGON BALL XENOVERSE,October ,2018,54.8,115
DRAGON BALL XENOVERSE,September ,2018,66.34,139
DRAGON BALL XENOVERSE,August ,2018,65.06,125
DRAGON BALL XENOVERSE,July ,2018,101.71,222
DRAGON BALL XENOVERSE,June ,2018,82.66,212
DRAGON BALL XENOVERSE,May ,2018,69.42,153
DRAGON BALL XENOVERSE,April ,2018,95.55,225
DRAGON BALL XENOVERSE,March ,2018,140.39,326
DRAGON BALL XENOVERSE,February ,2018,232.98,714
DRAGON BALL XENOVERSE,January ,2018,216.63,529
DRAGON BALL XENOVERSE,December ,2017,231.7,538
DRAGON BALL XENOVERSE,November ,2017,172.66,496
DRAGON BALL XENOVERSE,October ,2017,170.74,434
DRAGON BALL XENOVERSE,September ,2017,254.05,969
DRAGON BALL XENOVERSE,August ,2017,170.73,304
DRAGON BALL XENOVERSE,July ,2017,280.61,681
DRAGON BALL XENOVERSE,June ,2017,216.28,587
DRAGON BALL XENOVERSE,May ,2017,176.82,388
DRAGON BALL XENOVERSE,April ,2017,285.07,880
DRAGON BALL XENOVERSE,March ,2017,275.51,738
DRAGON BALL XENOVERSE,February ,2017,300.68,1201
DRAGON BALL XENOVERSE,January ,2017,397.74,1090
DRAGON BALL XENOVERSE,December ,2016,542.86,1268
DRAGON BALL XENOVERSE,November ,2016,593.81,1582
DRAGON BALL XENOVERSE,October ,2016,1213.59,3506
DRAGON BALL XENOVERSE,September ,2016,522.38,984
DRAGON BALL XENOVERSE,August ,2016,733.21,1754
DRAGON BALL XENOVERSE,July ,2016,1853.33,4810
DRAGON BALL XENOVERSE,June ,2016,763.31,3173
DRAGON BALL XENOVERSE,May ,2016,854.87,3263
DRAGON BALL XENOVERSE,April ,2016,452.82,2590
DRAGON BALL XENOVERSE,March ,2016,401.07,798
DRAGON BALL XENOVERSE,February ,2016,444.92,849
DRAGON BALL XENOVERSE,January ,2016,764.01,2043
DRAGON BALL XENOVERSE,December ,2015,753.2,2029
DRAGON BALL XENOVERSE,November ,2015,488.55,1668
DRAGON BALL XENOVERSE,October ,2015,604.98,1274
DRAGON BALL XENOVERSE,September ,2015,1184.47,4044
DRAGON BALL XENOVERSE,August ,2015,857.13,1591
DRAGON BALL XENOVERSE,July ,2015,998.25,1886
DRAGON BALL XENOVERSE,June ,2015,1520.37,4722
DRAGON BALL XENOVERSE,May ,2015,1006.06,2121
DRAGON BALL XENOVERSE,April ,2015,1997.51,4469
DRAGON BALL XENOVERSE,March ,2015,7559.68,22782
DRAGON BALL XENOVERSE,February ,2015,1027.73,22290
DRAGON BALL XENOVERSE,January ,2015,4.43,23
DRAGON BALL XENOVERSE,December ,2014,2.33,17
DRAGON BALL XENOVERSE,November ,2014,1.04,9
DRAGON BALL XENOVERSE,October ,2014,1.01,9
VA-11 Hall-A: Cyberpunk Bartender Action,February ,2021,117.45,207
VA-11 Hall-A: Cyberpunk Bartender Action,January ,2021,176.04,428
VA-11 Hall-A: Cyberpunk Bartender Action,December ,2020,185.95,435
VA-11 Hall-A: Cyberpunk Bartender Action,November ,2020,116.36,507
VA-11 Hall-A: Cyberpunk Bartender Action,October ,2020,84.07,151
VA-11 Hall-A: Cyberpunk Bartender Action,September ,2020,102.97,206
VA-11 Hall-A: Cyberpunk Bartender Action,August ,2020,135.49,234
VA-11 Hall-A: Cyberpunk Bartender Action,July ,2020,253.01,606
VA-11 Hall-A: Cyberpunk Bartender Action,June ,2020,260.04,629
VA-11 Hall-A: Cyberpunk Bartender Action,May ,2020,125.09,208
VA-11 Hall-A: Cyberpunk Bartender Action,April ,2020,144.48,400
VA-11 Hall-A: Cyberpunk Bartender Action,March ,2020,268.73,725
VA-11 Hall-A: Cyberpunk Bartender Action,February ,2020,152.94,314
VA-11 Hall-A: Cyberpunk Bartender Action,January ,2020,159.92,394
VA-11 Hall-A: Cyberpunk Bartender Action,December ,2019,147.93,397
VA-11 Hall-A: Cyberpunk Bartender Action,November ,2019,88.23,179
VA-11 Hall-A: Cyberpunk Bartender Action,October ,2019,138.07,510
VA-11 Hall-A: Cyberpunk Bartender Action,September ,2019,114.36,224
VA-11 Hall-A: Cyberpunk Bartender Action,August ,2019,145.72,254
VA-11 Hall-A: Cyberpunk Bartender Action,July ,2019,299.08,842
VA-11 Hall-A: Cyberpunk Bartender Action,June ,2019,282.98,977
VA-11 Hall-A: Cyberpunk Bartender Action,May ,2019,118.39,302
VA-11 Hall-A: Cyberpunk Bartender Action,April ,2019,81.81,159
VA-11 Hall-A: Cyberpunk Bartender Action,March ,2019,83.76,169
VA-11 Hall-A: Cyberpunk Bartender Action,February ,2019,100.29,197
VA-11 Hall-A: Cyberpunk Bartender Action,January ,2019,139.1,346
VA-11 Hall-A: Cyberpunk Bartender Action,December ,2018,125.83,283
VA-11 Hall-A: Cyberpunk Bartender Action,November ,2018,97.08,336
VA-11 Hall-A: Cyberpunk Bartender Action,October ,2018,74.03,148
VA-11 Hall-A: Cyberpunk Bartender Action,September ,2018,87.72,189
VA-11 Hall-A: Cyberpunk Bartender Action,August ,2018,82.74,153
VA-11 Hall-A: Cyberpunk Bartender Action,July ,2018,178.65,509
VA-11 Hall-A: Cyberpunk Bartender Action,June ,2018,149.71,487
VA-11 Hall-A: Cyberpunk Bartender Action,May ,2018,125.19,372
VA-11 Hall-A: Cyberpunk Bartender Action,April ,2018,161.25,762
VA-11 Hall-A: Cyberpunk Bartender Action,March ,2018,98.96,195
VA-11 Hall-A: Cyberpunk Bartender Action,February ,2018,152.3,415
VA-11 Hall-A: Cyberpunk Bartender Action,January ,2018,301.49,980
VA-11 Hall-A: Cyberpunk Bartender Action,December ,2017,253.93,1554
VA-11 Hall-A: Cyberpunk Bartender Action,November ,2017,123.52,457
VA-11 Hall-A: Cyberpunk Bartender Action,October ,2017,62.48,165
VA-11 Hall-A: Cyberpunk Bartender Action,September ,2017,59.67,108
VA-11 Hall-A: Cyberpunk Bartender Action,August ,2017,72.52,123
VA-11 Hall-A: Cyberpunk Bartender Action,July ,2017,164.49,469
VA-11 Hall-A: Cyberpunk Bartender Action,June ,2017,119.03,394
VA-11 Hall-A: Cyberpunk Bartender Action,May ,2017,64.17,105
VA-11 Hall-A: Cyberpunk Bartender Action,April ,2017,109.85,253
VA-11 Hall-A: Cyberpunk Bartender Action,March ,2017,81.23,178
VA-11 Hall-A: Cyberpunk Bartender Action,February ,2017,136,267
VA-11 Hall-A: Cyberpunk Bartender Action,January ,2017,223.22,456
VA-11 Hall-A: Cyberpunk Bartender Action,December ,2016,87.01,389
VA-11 Hall-A: Cyberpunk Bartender Action,November ,2016,119.53,525
VA-11 Hall-A: Cyberpunk Bartender Action,October ,2016,32.38,60
VA-11 Hall-A: Cyberpunk Bartender Action,September ,2016,41.59,91
VA-11 Hall-A: Cyberpunk Bartender Action,August ,2016,60.39,141
VA-11 Hall-A: Cyberpunk Bartender Action,July ,2016,103.24,255
VA-11 Hall-A: Cyberpunk Bartender Action,June ,2016,126.98,563
Just Cause 2: Multiplayer Mod,February ,2021,32.34,101
Just Cause 2: Multiplayer Mod,January ,2021,40.25,115
Just Cause 2: Multiplayer Mod,December ,2020,44.59,129
Just Cause 2: Multiplayer Mod,November ,2020,64.8,208
Just Cause 2: Multiplayer Mod,October ,2020,23.67,96
Just Cause 2: Multiplayer Mod,September ,2020,24.27,60
Just Cause 2: Multiplayer Mod,August ,2020,41.76,134
Just Cause 2: Multiplayer Mod,July ,2020,47.44,118
Just Cause 2: Multiplayer Mod,June ,2020,43.01,99
Just Cause 2: Multiplayer Mod,May ,2020,56.61,156
Just Cause 2: Multiplayer Mod,April ,2020,67.4,270
Just Cause 2: Multiplayer Mod,March ,2020,87.09,322
Just Cause 2: Multiplayer Mod,February ,2020,32.84,162
Just Cause 2: Multiplayer Mod,January ,2020,41.52,127
Just Cause 2: Multiplayer Mod,December ,2019,51.84,150
Just Cause 2: Multiplayer Mod,November ,2019,40.25,137
Just Cause 2: Multiplayer Mod,October ,2019,55.41,242
Just Cause 2: Multiplayer Mod,September ,2019,31.89,88
Just Cause 2: Multiplayer Mod,August ,2019,59.21,180
Just Cause 2: Multiplayer Mod,July ,2019,66.09,182
Just Cause 2: Multiplayer Mod,June ,2019,59.88,194
Just Cause 2: Multiplayer Mod,May ,2019,35.65,94
Just Cause 2: Multiplayer Mod,April ,2019,47.85,196
Just Cause 2: Multiplayer Mod,March ,2019,92.27,310
Just Cause 2: Multiplayer Mod,February ,2019,88.94,344
Just Cause 2: Multiplayer Mod,January ,2019,115.84,423
Just Cause 2: Multiplayer Mod,December ,2018,99.84,339
Just Cause 2: Multiplayer Mod,November ,2018,73.43,347
Just Cause 2: Multiplayer Mod,October ,2018,58.58,246
Just Cause 2: Multiplayer Mod,September ,2018,49.57,127
Just Cause 2: Multiplayer Mod,August ,2018,72.83,223
Just Cause 2: Multiplayer Mod,July ,2018,69.37,204
Just Cause 2: Multiplayer Mod,June ,2018,117.28,393
Just Cause 2: Multiplayer Mod,May ,2018,50.85,129
Just Cause 2: Multiplayer Mod,April ,2018,88.23,338
Just Cause 2: Multiplayer Mod,March ,2018,133.63,526
Just Cause 2: Multiplayer Mod,February ,2018,86.08,279
Just Cause 2: Multiplayer Mod,January ,2018,110.15,403
Just Cause 2: Multiplayer Mod,December ,2017,118.77,441
Just Cause 2: Multiplayer Mod,November ,2017,95.79,411
Just Cause 2: Multiplayer Mod,October ,2017,75.86,182
Just Cause 2: Multiplayer Mod,September ,2017,84.55,200
Just Cause 2: Multiplayer Mod,August ,2017,126.9,269
Just Cause 2: Multiplayer Mod,July ,2017,198.29,626
Just Cause 2: Multiplayer Mod,June ,2017,134.93,487
Just Cause 2: Multiplayer Mod,May ,2017,86.99,204
Just Cause 2: Multiplayer Mod,April ,2017,109.22,240
Just Cause 2: Multiplayer Mod,March ,2017,120.75,355
Just Cause 2: Multiplayer Mod,February ,2017,182.71,703
Just Cause 2: Multiplayer Mod,January ,2017,175.25,552
Just Cause 2: Multiplayer Mod,December ,2016,181.18,526
Just Cause 2: Multiplayer Mod,November ,2016,163.08,597
Just Cause 2: Multiplayer Mod,October ,2016,154.78,475
Just Cause 2: Multiplayer Mod,September ,2016,202.17,750
Just Cause 2: Multiplayer Mod,August ,2016,192.02,328
Just Cause 2: Multiplayer Mod,July ,2016,240.47,626
Just Cause 2: Multiplayer Mod,June ,2016,220.31,616
Just Cause 2: Multiplayer Mod,May ,2016,167.3,367
Just Cause 2: Multiplayer Mod,April ,2016,178.18,482
Just Cause 2: Multiplayer Mod,March ,2016,332.25,1361
Just Cause 2: Multiplayer Mod,February ,2016,303.05,925
Just Cause 2: Multiplayer Mod,January ,2016,521.32,1870
Just Cause 2: Multiplayer Mod,December ,2015,592.22,1800
Just Cause 2: Multiplayer Mod,November ,2015,306.09,1605
Just Cause 2: Multiplayer Mod,October ,2015,209.28,487
Just Cause 2: Multiplayer Mod,September ,2015,230.54,621
Just Cause 2: Multiplayer Mod,August ,2015,291.71,517
Just Cause 2: Multiplayer Mod,July ,2015,305.4,515
Just Cause 2: Multiplayer Mod,June ,2015,348.62,1078
Just Cause 2: Multiplayer Mod,May ,2015,283.68,727
Just Cause 2: Multiplayer Mod,April ,2015,338.71,897
Just Cause 2: Multiplayer Mod,March ,2015,386.97,1009
Just Cause 2: Multiplayer Mod,February ,2015,681.84,2582
Just Cause 2: Multiplayer Mod,January ,2015,504.52,1345
Just Cause 2: Multiplayer Mod,December ,2014,694.34,2138
Just Cause 2: Multiplayer Mod,November ,2014,767.45,4192
Just Cause 2: Multiplayer Mod,October ,2014,349.63,897
Just Cause 2: Multiplayer Mod,September ,2014,503.11,2806
Just Cause 2: Multiplayer Mod,August ,2014,420.9,833
Just Cause 2: Multiplayer Mod,July ,2014,439.65,894
Just Cause 2: Multiplayer Mod,June ,2014,717.48,3803
Just Cause 2: Multiplayer Mod,May ,2014,373.95,897
Just Cause 2: Multiplayer Mod,April ,2014,621.66,2022
Just Cause 2: Multiplayer Mod,March ,2014,561.15,3277
Just Cause 2: Multiplayer Mod,February ,2014,544.44,1376
Just Cause 2: Multiplayer Mod,January ,2014,1293,5709
Just Cause 2: Multiplayer Mod,December ,2013,2090.66,10436
Antichamber,February ,2021,20.89,46
Antichamber,January ,2021,30.54,100
Antichamber,December ,2020,34.73,105
Antichamber,November ,2020,33.46,99
Antichamber,October ,2020,19.44,66
Antichamber,September ,2020,21.14,52
Antichamber,August ,2020,21.91,45
Antichamber,July ,2020,38.68,106
Antichamber,June ,2020,26.02,88
Antichamber,May ,2020,23.97,51
Antichamber,April ,2020,27.97,61
Antichamber,March ,2020,22.25,53
Antichamber,February ,2020,19.2,55
Antichamber,January ,2020,26.36,68
Antichamber,December ,2019,29.58,76
Antichamber,November ,2019,24.24,77
Antichamber,October ,2019,17.86,44
Antichamber,September ,2019,16.05,38
Antichamber,August ,2019,18.77,40
Antichamber,July ,2019,25.91,71
Antichamber,June ,2019,20.95,65
Antichamber,May ,2019,17.68,65
Antichamber,April ,2019,17.04,46
Antichamber,March ,2019,18.34,47
Antichamber,February ,2019,27.73,66
Antichamber,January ,2019,39.13,151
Antichamber,December ,2018,30.8,86
Antichamber,November ,2018,22.24,64
Antichamber,October ,2018,17.82,39
Antichamber,September ,2018,17.63,41
Antichamber,August ,2018,20.72,41
Antichamber,July ,2018,33.94,89
Antichamber,June ,2018,31.04,106
Antichamber,May ,2018,22.14,68
Antichamber,April ,2018,20.02,49
Antichamber,March ,2018,22.41,54
Antichamber,February ,2018,27.22,63
Antichamber,January ,2018,53.04,256
Antichamber,December ,2017,50.04,220
Antichamber,November ,2017,36.18,115
Antichamber,October ,2017,28.32,88
Antichamber,September ,2017,24.2,62
Antichamber,August ,2017,29.38,67
Antichamber,July ,2017,73.22,426
Antichamber,June ,2017,40.33,154
Antichamber,May ,2017,25.1,53
Antichamber,April ,2017,28.55,60
Antichamber,March ,2017,56.42,302
Antichamber,February ,2017,34.8,86
Antichamber,January ,2017,56.72,223
Antichamber,December ,2016,56.76,246
Antichamber,November ,2016,32.3,112
Antichamber,October ,2016,23.36,59
Antichamber,September ,2016,25.49,57
Antichamber,August ,2016,30.04,61
Antichamber,July ,2016,46.47,145
Antichamber,June ,2016,42.33,130
Antichamber,May ,2016,30.2,73
Antichamber,April ,2016,31.25,78
Antichamber,March ,2016,42.72,84
Antichamber,February ,2016,61.07,164
Antichamber,January ,2016,71.14,241
Antichamber,December ,2015,90.97,329
Antichamber,November ,2015,58.87,492
Antichamber,October ,2015,39.25,91
Antichamber,September ,2015,37.93,83
Antichamber,August ,2015,42.75,84
Antichamber,July ,2015,61.35,139
Antichamber,June ,2015,170.49,1246
Antichamber,May ,2015,37.44,109
Antichamber,April ,2015,30.91,74
Antichamber,March ,2015,33.91,86
Antichamber,February ,2015,42.18,101
Antichamber,January ,2015,69.44,256
Antichamber,December ,2014,99.49,266
Antichamber,November ,2014,44.58,128
Antichamber,October ,2014,38.2,86
Antichamber,September ,2014,47.01,113
Antichamber,August ,2014,49.32,115
Antichamber,July ,2014,84.28,223
Antichamber,June ,2014,96.36,321
Antichamber,May ,2014,58.13,128
Antichamber,April ,2014,63.08,138
Antichamber,March ,2014,158.8,665
Antichamber,February ,2014,240.53,1355
Antichamber,January ,2014,103.01,341
Antichamber,December ,2013,228.72,1085
Antichamber,November ,2013,137.71,1275
Antichamber,October ,2013,41.5,97
Antichamber,September ,2013,117.69,665
Antichamber,August ,2013,70.81,181
Antichamber,July ,2013,283.4,1898
Antichamber,June ,2013,94.38,570
Antichamber,May ,2013,59.08,129
Antichamber,April ,2013,164.87,981
Antichamber,March ,2013,141.91,447
Antichamber,February ,2013,593.98,2352
Antichamber,January ,2013,14.24,2125
Antichamber,December ,2012,0.07,1
Antichamber,November ,2012,0.01,1
Antichamber,October ,2012,0,0
Antichamber,September ,2012,0,0
Dino D-Day,February ,2021,4.69,23
Dino D-Day,January ,2021,8.29,33
Dino D-Day,December ,2020,10.4,58
Dino D-Day,November ,2020,9.93,80
Dino D-Day,October ,2020,8.54,62
Dino D-Day,September ,2020,4.46,20
Dino D-Day,August ,2020,7.35,27
Dino D-Day,July ,2020,10.01,31
Dino D-Day,June ,2020,13.13,58
Dino D-Day,May ,2020,6.9,29
Dino D-Day,April ,2020,9.62,33
Dino D-Day,March ,2020,10.51,51
Dino D-Day,February ,2020,4.8,17
Dino D-Day,January ,2020,5.79,26
Dino D-Day,December ,2019,7.14,39
Dino D-Day,November ,2019,7.48,25
Dino D-Day,October ,2019,6.87,30
Dino D-Day,September ,2019,4.47,25
Dino D-Day,August ,2019,6.23,24
Dino D-Day,July ,2019,10.03,32
Dino D-Day,June ,2019,12.52,46
Dino D-Day,May ,2019,8.59,28
Dino D-Day,April ,2019,8.04,25
Dino D-Day,March ,2019,11.65,58
Dino D-Day,February ,2019,7.53,28
Dino D-Day,January ,2019,13.01,39
Dino D-Day,December ,2018,16.74,45
Dino D-Day,November ,2018,11.18,37
Dino D-Day,October ,2018,11.38,37
Dino D-Day,September ,2018,12.8,41
Dino D-Day,August ,2018,15.33,43
Dino D-Day,July ,2018,28.99,73
Dino D-Day,June ,2018,25.48,190
Dino D-Day,May ,2018,22.43,63
Dino D-Day,April ,2018,39.04,1017
Dino D-Day,March ,2018,23.34,60
Dino D-Day,February ,2018,33.99,130
Dino D-Day,January ,2018,28.59,76
Dino D-Day,December ,2017,43.29,263
Dino D-Day,November ,2017,26.77,72
Dino D-Day,October ,2017,35.81,132
Dino D-Day,September ,2017,27.37,61
Dino D-Day,August ,2017,48.6,151
Dino D-Day,July ,2017,36.61,84
Dino D-Day,June ,2017,51.14,166
Dino D-Day,May ,2017,36.66,126
Dino D-Day,April ,2017,49.48,142
Dino D-Day,March ,2017,39.17,131
Dino D-Day,February ,2017,51.47,105
Dino D-Day,January ,2017,69.85,203
Dino D-Day,December ,2016,55.72,132
Dino D-Day,November ,2016,50.47,126
Dino D-Day,October ,2016,55.37,163
Dino D-Day,September ,2016,43.81,101
Dino D-Day,August ,2016,82.6,258
Dino D-Day,July ,2016,64.15,161
Dino D-Day,June ,2016,117.71,383
Dino D-Day,May ,2016,50.35,278
Dino D-Day,April ,2016,83.4,354
Dino D-Day,March ,2016,57.87,205
Dino D-Day,February ,2016,82.53,197
Dino D-Day,January ,2016,115.11,328
Dino D-Day,December ,2015,80.08,183
Dino D-Day,November ,2015,100.22,273
Dino D-Day,October ,2015,59.94,149
Dino D-Day,September ,2015,67.65,145
Dino D-Day,August ,2015,94.7,284
Dino D-Day,July ,2015,101.74,216
Dino D-Day,June ,2015,270.84,2251
Dino D-Day,May ,2015,57.31,123
Dino D-Day,April ,2015,101.6,368
Dino D-Day,March ,2015,63.64,173
Dino D-Day,February ,2015,245.15,4168
Dino D-Day,January ,2015,248.73,4569
Dino D-Day,December ,2014,170.6,596
Dino D-Day,November ,2014,57.23,215
Dino D-Day,October ,2014,57.04,167
Dino D-Day,September ,2014,59.34,133
Dino D-Day,August ,2014,157.01,700
Dino D-Day,July ,2014,364.37,2237
Dino D-Day,June ,2014,30.1,103
Dino D-Day,May ,2014,22.24,62
Dino D-Day,April ,2014,37,106
Dino D-Day,March ,2014,29.19,78
Dino D-Day,February ,2014,37.85,112
Dino D-Day,January ,2014,54.51,153
Dino D-Day,December ,2013,308.89,2983
Dino D-Day,November ,2013,18.22,54
Dino D-Day,October ,2013,14.81,47
Dino D-Day,September ,2013,19.18,50
Dino D-Day,August ,2013,22.01,48
Dino D-Day,July ,2013,24.49,53
Dino D-Day,June ,2013,30.19,66
Dino D-Day,May ,2013,56.29,228
Dino D-Day,April ,2013,237.54,3200
Dino D-Day,March ,2013,12.24,43
Dino D-Day,February ,2013,10.03,33
Dino D-Day,January ,2013,10.62,41
Dino D-Day,December ,2012,10.33,50
Dino D-Day,November ,2012,9.61,32
Dino D-Day,October ,2012,10.09,31
Dino D-Day,September ,2012,13.4,57
Dino D-Day,August ,2012,15.5,49
Dino D-Day,July ,2012,22.4,46
Counter-Strike: Condition Zero,February ,2021,475.88,832
Counter-Strike: Condition Zero,January ,2021,499.36,910
Counter-Strike: Condition Zero,December ,2020,479.67,908
Counter-Strike: Condition Zero,November ,2020,440.57,819
Counter-Strike: Condition Zero,October ,2020,406.8,709
Counter-Strike: Condition Zero,September ,2020,415.38,694
Counter-Strike: Condition Zero,August ,2020,449.07,714
Counter-Strike: Condition Zero,July ,2020,513.3,875
Counter-Strike: Condition Zero,June ,2020,547.13,929
Counter-Strike: Condition Zero,May ,2020,685.23,1317
Counter-Strike: Condition Zero,April ,2020,846.77,1519
Counter-Strike: Condition Zero,March ,2020,599.17,1565
Counter-Strike: Condition Zero,February ,2020,415.02,718
Counter-Strike: Condition Zero,January ,2020,424.9,758
Counter-Strike: Condition Zero,December ,2019,439.32,804
Counter-Strike: Condition Zero,November ,2019,394.32,731
Counter-Strike: Condition Zero,October ,2019,374.91,691
Counter-Strike: Condition Zero,September ,2019,385.78,685
Counter-Strike: Condition Zero,August ,2019,392.96,672
Counter-Strike: Condition Zero,July ,2019,447.63,762
Counter-Strike: Condition Zero,June ,2019,421.85,787
Counter-Strike: Condition Zero,May ,2019,425.78,776
Counter-Strike: Condition Zero,April ,2019,417.95,807
Counter-Strike: Condition Zero,March ,2019,468.39,885
Counter-Strike: Condition Zero,February ,2019,497.46,956
Counter-Strike: Condition Zero,January ,2019,540.16,1003
Counter-Strike: Condition Zero,December ,2018,543.68,1056
Counter-Strike: Condition Zero,November ,2018,496.35,1040
Counter-Strike: Condition Zero,October ,2018,463.08,828
Counter-Strike: Condition Zero,September ,2018,469.24,812
Counter-Strike: Condition Zero,August ,2018,499.58,844
Counter-Strike: Condition Zero,July ,2018,580.68,991
Counter-Strike: Condition Zero,June ,2018,544.5,1028
Counter-Strike: Condition Zero,May ,2018,520.07,925
Counter-Strike: Condition Zero,April ,2018,556.78,999
Counter-Strike: Condition Zero,March ,2018,644.09,1166
Counter-Strike: Condition Zero,February ,2018,687.27,1341
Counter-Strike: Condition Zero,January ,2018,740.98,1379
Counter-Strike: Condition Zero,December ,2017,731.47,1428
Counter-Strike: Condition Zero,November ,2017,625.71,1418
Counter-Strike: Condition Zero,October ,2017,562.68,1030
Counter-Strike: Condition Zero,September ,2017,550.61,988
Counter-Strike: Condition Zero,August ,2017,559.93,1001
Counter-Strike: Condition Zero,July ,2017,590.73,1077
Counter-Strike: Condition Zero,June ,2017,586.06,1043
Counter-Strike: Condition Zero,May ,2017,576.22,1084
Counter-Strike: Condition Zero,April ,2017,622.65,1091
Counter-Strike: Condition Zero,March ,2017,650.71,1260
Counter-Strike: Condition Zero,February ,2017,703.59,1248
Counter-Strike: Condition Zero,January ,2017,751.56,1386
Counter-Strike: Condition Zero,December ,2016,700.55,1357
Counter-Strike: Condition Zero,November ,2016,637.57,1301
Counter-Strike: Condition Zero,October ,2016,605.82,1126
Counter-Strike: Condition Zero,September ,2016,591.15,1051
Counter-Strike: Condition Zero,August ,2016,592.56,985
Counter-Strike: Condition Zero,July ,2016,624.87,1074
Counter-Strike: Condition Zero,June ,2016,652.12,1207
Counter-Strike: Condition Zero,May ,2016,663.42,1186
Counter-Strike: Condition Zero,April ,2016,688.29,1261
Counter-Strike: Condition Zero,March ,2016,745.4,1391
Counter-Strike: Condition Zero,February ,2016,800.51,1560
Counter-Strike: Condition Zero,January ,2016,780.02,1494
Counter-Strike: Condition Zero,December ,2015,736.1,1375
Counter-Strike: Condition Zero,November ,2015,695.75,1345
Counter-Strike: Condition Zero,October ,2015,666.04,1204
Counter-Strike: Condition Zero,September ,2015,645.01,1208
Counter-Strike: Condition Zero,August ,2015,659.36,1140
Counter-Strike: Condition Zero,July ,2015,687.84,1190
Counter-Strike: Condition Zero,June ,2015,706.1,1258
Counter-Strike: Condition Zero,May ,2015,718.96,1307
Counter-Strike: Condition Zero,April ,2015,750.45,1448
Counter-Strike: Condition Zero,March ,2015,801.3,1493
Counter-Strike: Condition Zero,February ,2015,856.88,1638
Counter-Strike: Condition Zero,January ,2015,905.84,1767
Counter-Strike: Condition Zero,December ,2014,874.23,1711
Counter-Strike: Condition Zero,November ,2014,816.01,1538
Counter-Strike: Condition Zero,October ,2014,795.7,1525
Counter-Strike: Condition Zero,September ,2014,781.54,1455
Counter-Strike: Condition Zero,August ,2014,845.72,1489
Counter-Strike: Condition Zero,July ,2014,866.64,1565
Counter-Strike: Condition Zero,June ,2014,853.82,1662
Counter-Strike: Condition Zero,May ,2014,832.96,1650
Counter-Strike: Condition Zero,April ,2014,863.43,1683
Counter-Strike: Condition Zero,March ,2014,904.91,1712
Counter-Strike: Condition Zero,February ,2014,948.65,1889
Counter-Strike: Condition Zero,January ,2014,1016.67,2074
Counter-Strike: Condition Zero,December ,2013,1024.34,2035
Counter-Strike: Condition Zero,November ,2013,948.71,2042
Counter-Strike: Condition Zero,October ,2013,951.27,1900
Counter-Strike: Condition Zero,September ,2013,942.9,1925
Counter-Strike: Condition Zero,August ,2013,971.53,1736
Counter-Strike: Condition Zero,July ,2013,987.36,1858
Counter-Strike: Condition Zero,June ,2013,998.4,1907
Counter-Strike: Condition Zero,May ,2013,1027.7,1986
Counter-Strike: Condition Zero,April ,2013,1027.23,2114
Counter-Strike: Condition Zero,March ,2013,1056.01,2813
Counter-Strike: Condition Zero,February ,2013,1591.19,3237
Counter-Strike: Condition Zero,January ,2013,1662.2,3299
Counter-Strike: Condition Zero,December ,2012,1630.94,3356
Counter-Strike: Condition Zero,November ,2012,1567.17,3183
Counter-Strike: Condition Zero,October ,2012,1529.87,3098
Counter-Strike: Condition Zero,September ,2012,1571.67,3156
Counter-Strike: Condition Zero,August ,2012,1730.68,3143
Counter-Strike: Condition Zero,July ,2012,1891.34,3466
The Darkness II,February ,2021,68.38,243
The Darkness II,January ,2021,37.34,74
The Darkness II,December ,2020,34.63,73
The Darkness II,November ,2020,37.68,82
The Darkness II,October ,2020,33.05,72
The Darkness II,September ,2020,31.84,69
The Darkness II,August ,2020,34.99,67
The Darkness II,July ,2020,39.59,77
The Darkness II,June ,2020,41.64,81
The Darkness II,May ,2020,49.07,102
The Darkness II,April ,2020,57.73,118
The Darkness II,March ,2020,54.34,183
The Darkness II,February ,2020,39.27,89
The Darkness II,January ,2020,46,97
The Darkness II,December ,2019,37.08,75
